TWEET;CREENCIA;CONFIANZA
#Green Peoples World Climate Change+Earth's Rights Conf.19Apr'10 http://su.pr/1HSMF8 SouthAm Response to Copenhagen  #America #brooklyn #NYC;Yes;0.7224
Get the Facts About Global Warming, So That You Can Make an ... news today;Yes;0.6467
The people put on TV to explain climate change should know how to explain it. #justsayin;No;0.6933
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: The Obama administration has determined... http://nyti.ms/90PDbb;Yes;0.78
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change http://nyti.ms/c6fTQ6;Yes;0.6628
:O fishery managers New Federal Climate Change Agency Forming;Yes;1
RT @EcoInteractive: Global Warming May Warrant New Approaches To Ecosystem Restoration http://bit.ly/WarmingApproaches;Yes;1
I really think that conservatives DO get the global climate change thing. It's just that they'll never admit that they're wrong. Assholes.;Yes;1
"@DavidCornDC That's why ""Global warming"" is another one of those phrases that should be eliminated. Purposely used to mislead now.";No;0.7726
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z;Yes;1
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z;Yes;0.6472
SEC Guidance on #climate change posted to CCCL Regulation Tracker http://bit.ly/aZKkdL;Yes;0.643
RT @guardianeco: From @grist: Tea Party supporters far less informed about climate change than general public http://bit.ly/cMovqD;Yes;1
Kim Cranston: Climate Change Plus West Coast = Climatopia? http://bit.ly/9Y4jaI;Yes;0.6591
hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z;Yes;0.6655
"There might be something to this ""global warming"" jazz people are talking about @allesegretti";Yes;0.6504
"peter m robinson YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? ;)";No;0.6818
Disclosing the real risks of climate change http://ff.im/-fBj8k;Yes;1
RT @BreakingNews: Obama administration forms Climate Service, a new  agency to study and report on global warming -AP;Yes;0.6563
RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming || Waste more $$$ Obama.;No;0.6838
@sugarfreeNJ Call Al Gore he will come help shovel u out from global warming;No;0.6723
#Green SouthAm Response to Copenhagen:Peoples World Conf.Climate Change+Earth's Rights 19Apr'10 http://su.pr/1HSMF8 #America #brooklyn #NYC;Yes;0.6402
Any chance of some global warming?;No;0.3529
I favorited a YouTube video -- Funny Politics - Global Disastrification (Global Warming Spoof) http://youtu.be/tUZRjHK8rQs?a;No;0.6774
I love how the scientific community claims to know all by knowing nothing. Global warming and this autism vaccine garbage is more of this;No;0.6786
What would all the beneficiaries of the global warming hype do if they find out that humans have little to do with the Earth's temp? #tcot;No;1
Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg;No;0.6832
RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news;Yes;1
"OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku";Yes;0.6781
Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD;Yes;1
Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN;Yes;0.6549
Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW;Yes;1
George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5;Yes;1
http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az;Yes;0.6653
"Economic and Social Consequences of Global Warming  health hazards ;O";Yes;1
After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop;Yes;0.5062
Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ;Yes;1
Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming;No;1
Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP;No;1
"Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America.";Yes;0.6738
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/bLcqDu;Yes;1
Brits start to doubt global warming: http://bit.ly/cEMysp via @addthis;No;0.6748
David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM;Yes;1
RT @yidwithlid: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://tinyurl.com/yhsp6tv #climategate  #nobama;No;1
RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.;No;0.6808
"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty";No;1
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/c9fUuL;Yes;0.7032
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm;Yes;1
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs: When Congress cre... http://bit.ly/cmw6eM;Yes;0.6608
@jbg7474 Further, it's not 2 scientists disagreeing. The *vast* majority of scientists accepts the reality of climate change.;Yes;1
"Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate";Yes;1
Monroerising.com: Washington DC has record winter: RFK 15 Months ago predicted because of Global Warming there wil... http://bit.ly/9KgtMi;Yes;0.4925
Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj;No;0.6623
MORE SNOW- WEDNESDAY- get your global warming- get it now!;Yes;0.6413
It May Not Be Global Warming but ... @ http://aclnk.com/ar2633313;Yes;0.6935
RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu via @addthis;No;0.691
Olympics organisers desperate for climate change http://bit.ly/a295w8;Yes;0.3448
"@jbg7474 The ""global warming movement"" doesn't require ""credibility""; it's based on science. Denials are not, and lack same weight. #p2";Yes;1
Olympics organisers desperate for climate change http://url4.eu/1KvGL;Yes;0.6333
Olympics organisers desperate for climate change http://bit.ly/bfn2bA;Yes;0.6624
Olympics organisers desperate for climate change http://bit.ly/bfn2bA;Yes;0.6942
California's global-warming law Under Attack http://54i05.tk;Yes;1
The great global warming collapse ' The Globe and Mail http://ff.im/-fyi0U;Yes;0.6519
It Seems The Global Warming Hoax Is Starting To Sink In.  What Will Th;No;1
global warming prolly real in New York, but big scam in DC;No;0.6482
Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5;Yes;1
I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!;No;1
The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/;No;1
:P http://bit.ly/bgxiU6 stop global warming The great global warming collapse;Yes;0.6397
Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs;Yes;1
In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU;Yes;1
RT @earthinstitute: State of the Planet 2010 Conference: Connecting Voices Globally to Meet the Challenges of Climate Change, Poverty... http://bit.ly/cYM4gC;Yes;0.7798
RT @alancolmes: Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/aLu2oC;No;0.6293
California's global-warming law Under Attack: Republican politicians and conservative activists are launching a ba... http://bit.ly/bmiGzP;Yes;0.5382
How's that Global Warming treating you? Anyone seen Al Gore? photo shows  record-breaking snow in Maryland  http://bit.ly/9HvBld;No;0.8023
Global warming is man-made, top UN official reaffirms: UNITED NATIONS, Jan 7 (APP): The great weight of science st... http://bit.ly/aENnqw;Yes;1
Delusional Leftist Olympic Organisers desperate for climate change: http://bit.ly/b5oFoH #It's no surprise NBC outbid everyone for Olympics;No;0.641
RT @AmericaBlog: British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F #p2;No;0.6736
Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi;No;1
Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz;Yes;1
Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward);Yes;1
@peterdaou Who are the 'political elites'? Editors of the Times shilling for Bush on Iraqi WMD? Members of Congress denying climate change?;Yes;0.8443
UN climate scientist defends report: 6 (UPI) ' A United Nations scientist struck back at climate change critics Sa... http://bit.ly/9iELfk;Yes;0.6642
Global warming is suspended due to the cold weather...;No;0.8369
Olympic Organizers desperate for climate change... http://bit.ly/acZSeo #breaking;Yes;0.6533
Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM;Yes;1
"(""Censored News"") Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz";Yes;1
Is global warming a plot? Mm, nah|I just love conspiracy theories. And so, apparently, does Rep. Mike Noel. The .. http://oohja.com/x6xeX;No;0.6499
FOR ALL YOU LOSERS THAT INVESTED IN AL GORE'S GLOBAL WARMING SCAM, I THINK ITS TIME TO KICK HIS ASS AND GET YOUR MONEY BACK.;No;1
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ;Yes;1
"House of Peers -- By: Mark Steyn: As Jonah and I have written here previously, ""climate change"" is not only a scie... http://bit.ly/b0pzHR";Yes;0.5716
RT @Ki6AMD RT @adamcurry: LOL - If Global Warming is Real Then Why is it Cold? http://ifglobalwarmingisrealthenwhyisitcold.blogspot.com/;No;1
Top UN environment official defends conclusions of landmark climate change report: UN News Centre 6 February 201... http://bit.ly/9gTNcG;Yes;1
Atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment http://bit.ly/drW0Nu ^AB;Yes;1
For those who believe global warming is in progress, please bring your warming to my front yard. I can't see out over the snow drifts. #tcot;No;1
@GurianPeck the GOP always finds a way to push its agenda. two crippling snowstorms in one month are in line with global CLIMATE CHANGE.;Yes;1
Some Global Warming huh? You were all lied to by Al Gore... he duped you.;No;1
I 2nd that RT @NYCAviation @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?;No;1
Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/bR8MT6 #p2;No;1
BREAKING NEWS: Global warming just made Hell a little hotter;No;0.63
#FF just slightly belatedly @femmepatriot  staying warm today in the global warming? Freeeeeezin' here;No;0.6594
Is climate change hiding the decline of maple syrup?: The burning of fossil fuels such as coal and oil releases ca... http://bit.ly/d5si4F;Yes;0.7973
The great global warming collapse - http://is.gd/7PoXr - #TCOT #AGW;No;0.7133
"""Climate change deal marks an 'essential beginning,' Ban says ' UN News Centre"" http://tinyurl.com/yj7tzzd";Yes;0.6376
PAPER: The great global warming collapse... http://bit.ly/dx5ri6 #breaking;No;1
RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?;Yes;0.6986
RT @ThinkProgress: Utah state representative claims climate change is a 'conspiracy' aimed at populat... http://bit.ly/chOhWn #p2 #du1 #dnj;No;0.5324
pls RT: Tell Toyota COO to put the brakes on climate change and US CoC - Digg up this Q! http://ow.ly/14Bbn #climate #green;Yes;0.6695
@NAOMIHITME1 I don't understand that it only snowed in parts of Brooklyn & didn't even touch the BX, global warming man!;No;0.6726
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ IndigPplsRsrcs;Yes;1
"RT @astrosteve ""Well, Lisa, looks like I'll be shoveling four feet of global warming tomorrow!"" - Homer Simpson";No;1
"RT @astrosteve gaaaah.. on the radio: ""Well, this blizzard proves global warming is a fraud."" NO IT FUCKING DOESN'T.";Yes;0.681
"No snow at all here in northern NJ (near Newark) - must be a pocket of ""climate change"" :)";Yes;0.6689
@BarackObama - dont tell me- global warming wi be a topic-ha ha!;No;0.6066
Where's that global warming? Deep freeze here http://bit.ly/2wWWmQ;No;0.6749
RT @newtgingrich: where is al gore to explain it snows this heavily as a sign global warming is imminent // WEATHER IS NOT CLIMATE #tcot #p2;No;0.6734
According to @newtgingrich it's snowing so Al Gore must be fat or something. It's GLOBAL CLIMATE CHANGE. You might want to look that up.;Yes;1
RT @toddstarnes: Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?;No;0.6838
Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?;No;0.643
RT @TPM_dk Va. GOP Mocks Global Warming, Since, You Know, It's Snowing  http://digg.com/d31Hv3d?t;No;0.6602
@TheCortez Global Warming causes a change in all patterns of weather. Including warmth, snow and rain;Yes;1
Great piece on the challenges of communicating climate change #energy #sustainability  http://jm.ly/VITRUR;Yes;0.6646
Kolkata's Green Mall aims to reverse global warming|By Ajitha Menon, Kolkata, Feb. 6 : Green is in, and a mall .. http://oohja.com/x6wd5;Yes;0.6756
Saving endangered species. Turtles due to hotels, poaching of eggs, accidental snaring in nets and global warming http://bit.ly/bPjxSF ^AB;Yes;0.6411
The great global warming collapse|As the science scandals keep coming, the air has gone out of the climate-change .. http://oohja.com/x6w5B;No;0.6606
Links 2/6/10: Climate change causes wolverine decline across Canada BBC Physicist Discovers How to Teleport Energy... http://bit.ly/bqi1Bm;Yes;1
A green birthday gift: plant 10 trees for $10, in region strategically selected to offset global warming http://br.st/01Q;Yes;1
#thankyouObama for continuing to push a climate change bill that has absolutely no credible scientific backing #tcot #p2;No;0.7079
http://twitpic.com/11n727 - Jersey Shore Global Warming Alert #2;Yes;0.3522
@kokomoko Global warming/climate change/unicorns are crazy things. Don't try to understand. Your betters will tell you the truth. Trust 'em.;No;0.6674
Yo, just a note from the great Jersey Shore, we're gettin' a good heap of Global warming at a 1/2 inch an hour. Thanks Al!;No;0.6228
@Rochdalian  Maybe it's an ironic by-product of global warming. (The new Southern Snow-Belt);Yes;1
@thatsright_95 http://twitpic.com/11n0ql - oh wow! Global warming sure is in full force!;Yes;0.4761
http://twitpic.com/11n0ql - Global warming alert: 1:50 a.m. EST.;Yes;0.7127
@texasps Ma'am...I'm drunk bloggin' the global warming fiasco that is happening as we speak in my backyard. I LOVE SNOW! (climate change);No;0.3743
Free Reading !!! Climate Change loonies ' Standard Examiner Blogs: Still, the letters from tho... http://bit.ly/ca7Z8L mypsychicsonline.inf;No;0.6469
BYU scientists refute Utah committee's global warming assertations|State lawmakers are finding themselves in an .. http://oohja.com/x6uQM;No;0.6509
@oxchris the snow should be blamed on global warming.. I mean global cooling.. I mean.. Oh you know.. It's all bull anyway!;No;1
Snow? IN JANUARY??? I thought with global warming I was all set, but looks like I will have to go back to the double shorts setup.;No;0.6698
SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCv5;Yes;1
SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB;Yes;0.6668
SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB;Yes;1
RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.//ROFLMFAO!!;Yes;0.6978
EPA can't finish their report on Global Warming because it was there is too much snow to go to work.;Yes;0.6231
RT @wsmco: should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.;No;1
should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.;No;1
Climate Change: The Great Unraveling ..  http://americanperspective.org/climate-change-great-unraveling.html;No;0.6689
Economics Must Align with Climate Change http://bit.ly/boCsqs #energy;Yes;1
Global warming is killing Canadian wolverine http://bmpost.com/8751;Yes;1
@Token12ga That's just wrong! As I told @underdad, who lives in Hawaii, weatherboarding is a climate change offense! @onetokenblack;Yes;0.6722
Is climate change hiding the decline of maple syrup? http://bit.ly/c8lMYl;Yes;0.6531
gop still doesn't comprehend diff btw weather & climate: rt @GottaLaff VA GOP uses blizzard to lie about climate change http://bit.ly/9KCedz;Yes;1
Arctic climate changing faster than expected  (Reuters): Reuters - Climate change is transforming the Arctic e... http://bit.ly/d8Sx0D;Yes;1
global warming put off until July!;No;0.634
Check out the Most popular GPS Video: Educational Video on the Environment, Global Warming & Poverty - you watch it now http://bit.ly/6SExFi;Yes;0.6402
Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/bHljEQ;Yes;0.6025
Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/dmKIml;Yes;1
The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl via @Flipbooks #News;No;1
"global warming http://bit.ly/dxIaFb ;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion";Yes;0.6858
Important video to watch - Laurie Davids Green Guide to Stop Global Warming http://bit.ly/5xA0tB #globalwarning #green #eco #climatechange;Yes;1
"""Climate Change Fraud - India forms new climate change body"" http://tinyurl.com/ybdeqkk";No;0.6682
"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty";No;1
"""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty";No;1
Deforestation can increase the global warming impacts on the earth http://tinyurl.com/yf2np2u;Yes;1
gridlock Facts brushed over by global warming fanatics  :O;No;0.5288
Wolverine No Match for Climate Change:  Forget polar bears or penguins.  The charismatic megafauna suffering most ... http://bit.ly/dn0Vbg;Yes;1
If climate aid won't be additional, harder to imagine a true global carbon deal. Warming becomes one more global development problem;Yes;0.6876
Brilliant. RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist;No;1
RT @AllConcern: #enviroment: Traditional Indigenous Knowledge & Global Warming ' Stephen Leahy ... http://bit.ly/9b9Ofj;Yes;0.6723
Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot;No;0.6839
I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist /via @StephenAtHome;No;1
@GregWHoward Another MSM driven scientific panic. Sounds a lot like global warming.;No;0.6518
FRIDAY AFTERNOON IGNORANCE-OFF: Virginia GOP (snow means no global warming!) vs. Tea Party speaker (diversity is evil!) http://p-bu.mp/83l;Yes;0.6717
New facility expected to clarify ecosystem responses to climate change|( DOE/Oak Ridge National Laboratory ) .. http://oohja.com/x6t0p;Yes;1
Certainty on the Science of Climate Change: 'A wait-and-see policy,' on climate change, observed Center for Americ... http://bit.ly/crQW9x;Yes;1
Virginia GOP uses snow to mock climate change and attack cap-and-trade. http://www.youtube.com/watch?v=y5A2ahIn05M;No;0.6792
Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335;Yes;1
Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335;Yes;1
Something must be done! Moderate Increase in Global Warming Will Wipe Out Many Species http://bit.ly/7pjHIG #wildlife #green #nature #eco;Yes;1
Climate Change Expert Refutes Copenhagen 'Myths' and Defends Copenhagen Accord http://bit.ly/cJNCe3;Yes;0.6467
@AmanpourCNN China fucked with US in Climate Change, I say let them go to hell.;Yes;0.7267
"Hey smartasses, GLOBAL warming, not ""insert your location which happens to be unseasonably cold for 2 seconds"" warming. Oh, meant dumbasses.";Yes;0.6574
Laurence Tribe: climate change suits should be dismissed under political-question doctrine [Adler] http://is.gd/7KS5R;No;0.5214
Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rHz;Yes;1
Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rDp;Yes;0.6348
Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rBu;Yes;1
What's a Cheap, Easy Way to Curb Climate Change? Seal the Leaks!: PR Web (press release)Newark, NJ (PRWEB) Februa... http://bit.ly/cU9fiD;Yes;0.6707
Africa And Global Warming|Lagos ? A group called The Africa Group whose spokes person is Ethiopian leader Meles .. http://oohja.com/x6qTB;Yes;0.6336
Africa: Africa And Global Warming: A group called The Africa Group whose spokes person is Ethiopian l... http://tinyurl.com/y8fzja2 #Africa;Yes;1
@SexyJada770 Yeah it wil be a hell of a snow storm! What happened to global warming? LOL With luck it will by pass NYC ! :);No;0.6657
Officials back climate change science at Delhi talks - BBC News: New Zealand HeraldOfficials back climate change s... http://bit.ly/dAlwZF;Yes;1
Officials defend climate science|Officials at UN-led talks in India insist climate change science is still very .. http://oohja.com/x6qEg;Yes;1
TV ad targets Sen. Barrassos climate stand  http://bit.ly/btPM9s stop global warming;Yes;0.6462
Global warming in the hot seat|By Keith Yost STAFF COLUMNIST In November 2009, hackers released of thousands of .. http://oohja.com/x6qsA;No;1
Global warming in the hot seat|By Keith Yost STAFF COLUMNIST In November 2009, hackers released of thousands of .. http://oohja.com/x6qmR;No;0.659
Climate change a scam to curb global population, Utah legislator says|-- Fact check of HJR12 points: 1. Proposed .. http://oohja.com/x6pZe;No;1
"To greens, I was worse than a child abuser ;O http://bit.ly/d2Arav global warming swindle";No;0.7001
The Global Climate: Yes, Its Still Warming :) climate scientists;Yes;1
Utah lawmaker Mike Noel targets global warming lawsuits|A Utah legislator who is one of the most ardent critics .. http://oohja.com/x6pbm;No;0.6772
#news How to talk to your friends about climate change: I have found solace in the words of Dmitry Orlov and many other http://url4.eu/1JxMp;Yes;1
Video: Fuel for Climate Change Skeptics: The UN's climate chief admitted scientists made mistakes in a major study... http://bit.ly/dyFhdY;No;1
This is not good news :( CO2 May Cause Even More Global Warming Than Originally Thought http://bit.ly/7NdFRn #eco #green #globalwarming;Yes;1
Enlisting a drug discovery technique in the battle against global warming|Scientists in Texas are reporting that .. http://oohja.com/x6oUM;Yes;0.6639
Federal agency denies endangered species protections for tiny pika|Climate change might be hurting some .. http://oohja.com/x6oUC;Yes;1
Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/asuI2d;Yes;1
RT @lifesizepaprdol: Ensure the Participation of Indigenous Peoples in UN Climate Change Policies: http://is.gd/buDZb;Yes;1
Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/bXtsH5;Yes;1
Climate change is leading to a decrease in Canada's wolverine population. Which joke to make? http://p-bu.mp/83d;Yes;1
Video: Fuel for Climate Change Skeptics http://bit.ly/92nL1d;No;1
"@adrian_bacon By the way, you tweet ""pro"" climate change BS, and you don't care ""one way or the other?""";No;0.6977
Video: Climate Change Is a Clear and Present Danger: Christopher Field, Ph.D., is the director of the Department o... http://bit.ly/c0gD4x;Yes;1
mixed metaphors from @planetizen: Global Warming? It's All About Land Use http://bit.ly/c8unbr via @drgrist;No;0.5348
50 Tips to reduce Global Warming | Global Warming: 50 Tips to reduce Global Warming Actually we do not require rad... http://bit.ly/dareYR;Yes;1
Wondering if I am going to get stuck in DC due to the expected 2 feet of snow. Where are you, global warming?? #fb;No;0.6549
http://www.scientificamerican.com/article.cfm?id=green-roof-climate-change-mitigation Sci Amer: Data Supports Green Roof Use;Yes;0.6721
House committee seeks to keep global warming laws out of Utah|Utah lawmakers want to send a strong message to the .. http://oohja.com/x6nKH;No;1
RT @thejoshuablog: RT @MMFA: Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national ... http://bit.ly/aXIWtV ( #p2 );Yes;0.3434
Tennis Great Star Billie Jean King encourages everyone to take mass transit, a great way to help fight climate change http://bit.ly/4HQkIJ;Yes;1
RT @zanieladie: East Coast is going to get pounded with snow again. Stupid global warming!;No;0.6673
East Coast is going to get pounded with snow again. Stupid global warming!;No;0.6734
RT @vcnaa: RT @ru2cool2care: New vid on Climate Change & Indigenous Peoples!! http://is.gd/7HOam by @dakotarene @redman0380 Robby Romero;Yes;1
RT @MMFA: Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national ... http://bit.ly/aXIWtV ( #p2 );Yes;0.672
Solar Radiation Management: Dr. Strangelove?s Fix for Global Warming|Ever hear of Solar Radiation Management? No, .. http://oohja.com/x6mVY;Yes;1
@yintercept Under Obama, probably not...unless it's used to tie up global warming deniers.;Yes;0.6553
@adrian_bacon PS: now unions can promote climate change all the way up2 election day--how did SCOTUS hurt climate change?;Yes;0.7144
124 Toyota Prius' have had break failures leading to a $2 billion recall. Tried to slow global warming but couldn't stop, what a shame.;Yes;0.6768
Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change http://bit.ly/9eW0iZ;Yes;1
#Africa2day Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set... http://tinyurl.com/ygynf5c;Yes;1
Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set asid... http://tinyurl.com/ygynf5c #Africa;Yes;0.6275
I do love seeing ice chunks in the East River. It's like our little Earth is just fighting global warming tooth and nail.;Yes;1
Florida Agencies Issue Global Warming Red Alerts http://bit.ly/cwrgor;Yes;1
Penn State To Investigate Scientist Over Global Warming Controversy|Penn State University will investigate a .. http://oohja.com/x6myY;Yes;0.6691
Predicting future climate change through sediments http://bit.ly/b27X1s #science #research;Yes;1
Predicting future climate change through sediments http://bit.ly/b27X1s #environment #eco;Yes;0.6766
Predicting future climate change through sediments http://bit.ly/b27X1s #energy #green;Yes;1
We take climate change seriously & as a business, we hold ourselves responsible for our impact. Learn how:  http://ow.ly/13Oho;Yes;1
How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA - http://shar.es/aNasC;No;1
RT @DIGGatomicpoet: Please Digg: Forests are growing faster driven by climate change http://bit.ly/c4NCxG;Yes;1
"Climate Change seems to drive accelerated growth in trees says Smithsonian Environmental Research Center; a good thing? http://bit.ly/cCoBvM";Yes;0.6821
@adrian_bacon OMG, free speech!  Maybe if there was more of it, you would know climate change is a complete lie.;No;0.6778
Canada's Wolverine Population Declines As Result Of Climate Change http://bit.ly/cmzQdj;Yes;1
Canada's Wolverine Population Declines As Result Of Climate Change: The wolverine, a predator renowned for its str... http://bit.ly/aLvmF3;Yes;0.6685
Fight against drugs and climate change top priority in EU-Peru agenda http://idek.net/10gj via @LivingInPeru;Yes;0.6941
Climate change causes wolverine decline across Canada http://bit.ly/bsVEVW;Yes;1
@dluxkoshertours re: where is the global warming? If anyone would have found it,  it would be you.  where havent you looked yet?;No;1
"RT @blogdiva: RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj";Yes;1
"RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj";Yes;0.6833
is freezing outside.  Where in the world is Global Warming?;No;0.6692
Debunking the Deniers of Global Warming, page 1   http://bit.ly/a14V1W global warming swindle;Yes;0.6516
U.N. Climate Chief Defends Panel's Global Warming Findings|Yvo de Boer acknowledged that some mistakes were made .. http://oohja.com/x6lto;Yes;0.6751
Global Warming Petition Project:  http://bit.ly/9nrzkm;Yes;0.6576
CLIMATE CHANGE:   European Firms See Windfall in Renewable Energy: BERLIN, Feb 3 (IPS) - European governments fail... http://bit.ly/bnGFSn;Yes;1
Global warming research grant in danger of fund freeze|A top member of Congress wants President Obama to freeze .. http://oohja.com/x6lbe;Yes;0.3701
"RT @ericbolling Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews";Yes;1
"Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews";Yes;0.6909
"Global warming update: Maj storm will impact much of the US  "".DC, Bal, Phi, NY.These cities received 2 to 4 times their norm snowfall."" ...";Yes;0.6283
